row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,10_80.mzML Peak area,11_80.mzML Peak area,12_80.mzML Peak area,13_80.mzML Peak area,14_80.mzML Peak area,15_80.mzML Peak area,16_80.mzML Peak area,17_80.mzML Peak area,18_80.mzML Peak area,19_80.mzML Peak area,1_80.mzML Peak area,20_80.mzML Peak area,21_80.mzML Peak area,22_80.mzML Peak area,23_80.mzML Peak area,24_80.mzML Peak area,25_80.mzML Peak area,26_80.mzML Peak area,27_80.mzML Peak area,28_80.mzML Peak area,29_80.mzML Peak area,2_80.mzML Peak area,30_80.mzML Peak area,31_80.mzML Peak area,32_80.mzML Peak area,33_80.mzML Peak area,34_80.mzML Peak area,35_80.mzML Peak area,36_80.mzML Peak area,3_80.mzML Peak area,4_80.mzML Peak area,5_80.mzML Peak area,6_80.mzML Peak area,7_80.mzML Peak area,8_80.mzML Peak area,9_80.mzML Peak area,Ext_blk_1_80.mzML Peak area,Ext_blk_2_80.mzML Peak area,Media_blank_37_80.mzML Peak area,blank14.mzML Peak area,blank_1.mzML Peak area,blank_10.mzML Peak area,blank_11.mzML Peak area,blank_12.mzML Peak area,blank_13.mzML Peak area,blank_15.mzML Peak area,blank_16.mzML Peak area,blank_17.mzML Peak area,blank_18.mzML Peak area,blank_2.mzML Peak area,blank_3.mzML Peak area,blank_4.mzML Peak area,blank_5.mzML Peak area,blank_6.mzML Peak area,blank_7.mzML Peak area,blank_8.mzML Peak area,blank_9.mzML Peak area,
22,248.90051565876243,0.33781263,,,,9,,,,,,,9750.439,12580.721,11136.192,12194.136,10961.01,11189.026,8709.84,9306.709,9963.608,15139.1455,9275.492,9712.27,9499.51,6631.383,9408.047,9183.432,9264.692,8885.537,5576.8164,8509.38,8894.985,8760.298,9178.358,6613.023,9610.432,8826.1,8867.738,9101.301,8608.868,9929.828,12812.094,14355.988,13673.547,6543.7236,10185.275,9856.348,6424.954,7840.9243,7955.674,13241.893,274.10315,12771.996,13792.754,14020.809,12410.136,8801.352,4527.507,6724.312,6394.828,74504.3,3922.5964,9672.028,15672.104,13932.973,13345.751,13819.247,13524.65,
32,266.91109960997386,0.33908978,,,,9,,,,,,,2645.8557,2298.9263,1898.6215,2800.4937,2317.896,1849.358,1901.2764,1503.5374,2868.259,2638.0105,2291.2317,2526.5244,1378.0681,925.6544,2439.1978,2121.8982,2270.149,1207.154,1492.9404,2440.6045,1269.342,1280.0764,1376.2924,1666.9839,925.5853,967.719,519.44434,1262.5889,1412.6782,1321.266,2144.477,3238.8254,2730.8982,1855.8813,1561.1923,1364.5844,2003.7009,2341.179,1240.8372,2237.0818,0,1186.9515,1842.6779,2061.2349,816.85876,1097.4846,1827.6942,196.35097,910.5842,13805.004,791.8157,1950.3304,1290.1978,1821.9015,1770.5206,2165.885,1141.6372,
23,276.89673717843,0.34154657,,,,13,,,,,,,46505.6,52691.367,58896.152,68995.37,55505.27,47193.965,40855.816,41410.582,41486.938,41263.074,35450.125,38809.477,34855.97,36202.6,36163.688,35302.266,35205.508,34142.285,33917.64,24097.6,31726.246,33960.023,33560.816,24072.857,36207.68,33988.848,32765.057,24037.316,30787.541,35526.97,33774.133,40639.56,39204.85,44335.094,45348.547,36147.734,23283.803,21932.824,29409.463,33461.824,0,35664.3,36417.312,37218.84,33808.965,33647.152,23226.43,29072.293,25886.932,26609.82,28115.824,48720.58,89900.164,43472.465,40429.695,38618.242,36197.484,
37,171.1492498180848,0.3656403,,,,,,,,,,,137210.84,134372.28,131619.38,138969.03,134486.16,131098.83,126764.88,131940.7,132099.69,127787.23,131365.81,131960.05,130501.81,133415.27,130350.11,134755.12,137401.75,133824.36,129299.59,120856.94,131244.66,129859.64,128480.91,121422.38,136232.05,136046.2,133879.92,135277.16,133683.45,134679.02,128457.4,145402.4,139844.47,145214.25,145379.9,140590.3,123249.29,129682.56,133957.47,136347.27,157790.02,131642.84,132105.61,130479.484,130485.1,133856.16,132734.19,133400.9,122718.0,2457470.0,135718.12,140202.33,135059.6,131774.03,131101.48,131807.31,129041.164,
78,253.8806839489707,0.439249,,,,,,,,,,,3872.5444,4711.0586,3814.9407,7711.404,4883.0815,2148.6328,3619.6914,1104.1874,4975.3833,1296.6671,1192.5684,2220.0066,2010.1193,2631.3713,2288.7363,2013.4047,2876.2993,640.6653,1161.3816,3074.5,773.99396,2454.8828,1172.9177,2088.6667,4299.335,3128.7878,2003.369,4349.209,2218.3337,3220.8462,1793.5406,5010.969,2018.1519,2484.1038,4071.04,2761.019,3324.0625,2960.4934,2233.0027,2920.8027,0,2242.4329,1686.8416,2829.7075,2396.7698,4238.2783,1334.7325,1736.6362,1571.1583,3754.924,1688.4305,6007.1455,17938.516,1492.2805,2712.3635,5893.6514,4259.0684,
44,209.15374009987283,0.45151496,,,,15,,,,,,,1908.7279,3447.0752,2912.8252,1327.1622,2604.609,1946.3098,424.31787,1142.9923,969.1562,761.0153,680.7612,764.77606,1286.6853,1214.9601,384.28693,1423.7882,562.4246,341.88913,742.2704,683.65704,235.02606,552.67163,968.55634,1163.087,2540.5676,139.72096,173.16905,588.3951,681.23456,1003.8432,1286.893,3227.5046,3633.6355,3211.04,1485.4558,2825.8096,492.35635,437.29453,93.21937,271.09332,81994.22,1369.8483,1101.324,308.71967,307.49982,235.1952,328.47644,421.80756,242.16476,3665.583,4937.598,2111.7031,1579.5636,452.62042,633.0063,977.6144,1490.3733,
65,536.1657166575579,0.45292726,,,,15,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641.1838,255.22542,220.74452,168.63562,130.02594,0,0,0,0,648952.2,0,0,0,0,0,0,0,0,40774.734,2756.3992,76.44896,0,0,0,0,0,
61,1321.9853450697958,0.46748495,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11832.971,0,0,0,0,0,0,0,
58,610.1845277089002,0.48981243,,,,15,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521.273,2783.69,330.06647,222.0035,0,0,0,0,0,1589145.9,0,0,0,0,0,0,0,0,84048.69,9930.371,75.61595,0,0,0,0,0,
66,237.16376187208337,0.49079382,,,,,,,,,,,7099.715,8280.232,12642.223,14154.035,8695.593,13080.796,12626.003,12642.189,11994.355,12960.989,13504.255,12287.814,17381.756,13948.24,18098.145,13301.316,14466.936,12358.417,12241.484,12516.25,13344.9375,13733.971,12752.819,12115.535,13421.35,12754.804,12479.104,13243.143,14064.155,10854.649,9401.971,7988.819,15790.104,15917.299,13372.966,14984.345,13929.854,88864.5,12940.98,14238.55,3372.6226,14136.459,14472.447,86243.36,12446.861,14678.473,14324.758,12984.159,13626.856,20078.092,16737.418,10042.565,83150.94,12995.387,13115.368,13332.312,13912.536,
76,235.16925761135246,0.50576574,,,,,,,,,,,4872.68,3061.4407,6063.865,902.9354,5422.256,1085.8213,2375.08,379.831,750.0427,747.9512,672.6253,751.0025,4561.177,1190.6301,475.41733,4064.6377,4590.8833,1858.0177,4553.594,4201.6143,4614.028,3424.699,4849.6904,1350.8234,4245.296,1319.188,1903.0383,1368.6885,1522.6792,3858.0461,2151.5623,10741.745,6679.167,1287.9542,1874.0483,6637.5186,4807.3306,2491.4585,3023.1675,4802.928,72557.695,1444.4927,1158.5702,1180.869,1229.1506,3362.3123,540.6879,3886.0083,4350.4004,44952.926,84410.63,9203.252,6225.178,3183.4722,2623.156,1311.9792,1703.8015,
64,249.18499196738202,0.51664996,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117822.29,0,0,0,0,0,0,0,0,1835.1342,0,0,0,0,0,0,0,
75,1421.9789123645771,0.5329422,,,,20,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37517.65,0,0,0,0,0,0,0,0,13961.483,0,0,0,0,0,0,0,
77,165.98302458160114,0.5362367,,,,,,,,,,,726.1454,807.1949,823.0545,1137.2128,999.1368,1040.7867,1089.4467,1122.3628,1137.0254,978.8291,1677.3162,1340.2231,1306.2197,1428.3784,1474.895,1421.3057,1424.0565,1479.8656,1357.9338,1513.3599,1506.9075,1793.3596,2378.6301,1465.9991,1764.3254,1840.4332,1705.261,1952.676,1975.0914,2094.3342,1917.9066,491.479,424.1568,540.5045,622.41614,771.7166,2087.1948,1967.7205,1907.7267,1871.6047,7197.6553,1485.3398,1657.215,1652.0996,1863.784,1660.1115,2023.456,1799.5594,1731.1525,234.06422,364.12714,670.7411,928.63,957.08405,1401.1544,1398.404,1384.6306,
110,237.9083054167056,0.5400002,,,,19,,,,,,,1216.3925,976.21277,4708.7056,7014.272,2433.1345,6153.559,903.11957,6001.4634,1862.543,1122.3347,2564.6985,2600.4016,5760.033,3139.6714,2371.823,5055.8223,1870.0349,2911.1143,927.0251,3565.5906,6361.265,1508.786,2343.3174,5153.496,1928.9363,1239.5619,4293.3506,1362.3169,3084.157,2691.81,1862.9655,1827.6787,4403.305,5156.5737,1840.8708,975.5914,1611.8171,2110.6948,536.4113,1842.3982,0,645.4136,1834.3774,1043.2781,997.8149,404.4258,1001.60645,153.29305,115.080376,4629.3574,624.62976,642.1656,1758.8608,707.2811,980.07623,893.3162,1081.8684,
125,248.90050335714403,0.54151,,,,19,,,,,,,6478.2896,5887.123,27131.06,11315.285,7153.933,8919.672,6059.306,8867.057,16165.952,7751.4307,5695.2427,6540.3096,18279.82,13118.277,12258.476,16449.951,5962.709,18222.328,4653.735,19027.314,31154.572,15419.829,9999.592,16185.37,8161.5254,6053.589,15023.384,15535.587,10698.089,5775.875,1824.6414,6357.327,15400.145,17323.137,16415.324,15848.172,6579.1763,4770.1357,5760.195,5008.8896,686.50696,6294.8447,6419.1606,6686.441,4664.9116,6578.179,8553.025,1083.7144,4743.8496,6703.087,1734.8685,5564.8525,12055.455,3026.3857,4509.026,6409.004,6252.059,
124,230.88994365728837,0.54270995,,,,19,,,,,,,2576.1858,1244.7382,6864.0283,4228.9487,2032.7899,3844.5688,1345.889,3822.668,1108.5017,1207.7147,1633.6696,1741.6163,2934.8882,3512.579,7652.8657,1755.8716,1611.899,3620.2502,2258.923,3620.151,22096.018,1724.204,2701.2085,10637.412,1423.5441,1000.1779,5504.336,2245.4736,4487.5415,1230.0654,1190.3624,1631.4729,4540.9766,2683.2925,2446.859,2338.631,1523.8845,633.4622,551.59393,410.62607,767.60675,726.5853,898.43365,289.484,949.572,435.12228,521.2523,628.87885,205.7029,3023.3828,821.3128,877.0118,1021.33136,553.87305,1186.254,798.3742,1917.778,
79,331.91594457167616,0.5501636,,,,,,,,,,,2046.6631,2080.7068,1941.6776,1553.6125,3013.829,3784.272,3388.8982,2726.594,3237.2925,3772.0076,4765.7847,3503.7825,3328.847,3243.7603,3090.4912,3215.2039,2254.1763,3445.787,4032.7236,3328.9402,1988.8716,3967.9497,6967.4414,3617.9868,4570.2695,4872.5117,4126.8164,4065.4595,3396.32,4534.7295,4945.2397,1566.1383,1709.8313,974.11597,840.40656,2114.266,6275.133,4186.53,4136.6885,5124.1206,1380.8148,4561.65,5317.933,4938.221,6108.858,5349.074,8933.79,4451.4336,4298.784,1464.8223,1636.9119,2237.373,2520.6252,1414.6765,4097.5103,5546.181,4314.3086,
108,209.11729893539507,0.5712041,,,,,,,,,,,0,0,0,0,0,0,0,0,3353.776,594.46277,15340.51,1050.5743,57.24317,9076.4,7273.654,10650.335,3432.026,5225.3604,1332.7585,1376.7693,510.48584,33269.86,9814.667,7738.0225,14791.805,3151.2905,3083.5164,1964.9469,540.4868,2769.7668,5188.397,0,0,0,0,0,288.62103,373.39478,1427.9805,1528.5398,0,66743.984,5179.355,135230.31,5079.4604,1627.5842,960.95624,1018.2859,215.96953,0,0,0,0,0,5045.808,336.39215,138451.62,
106,182.90252359406855,0.5721252,,,,19,,,,,,,1043.3472,615.5825,346.536,1037.2339,453.09015,293.94485,136.09525,2910.9038,948.2611,713.3553,1018.339,1121.8137,6613.1274,1978.3318,2509.766,885.5847,575.81006,639.0284,115.85426,2757.0076,1870.8157,339.22226,1727.4165,3598.816,1132.5775,581.5386,711.5543,567.9966,282.3958,0,0,504.51645,678.5078,775.85516,785.9339,565.3589,0,0,0,0,2708.3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,315.885623808435,0.5732447,,,,19,,,,,,,684.9962,630.1129,1730.713,1604.4557,1124.8175,1687.3514,445.2993,1478.2782,1251.4712,636.31384,1091.7546,1316.7072,1683.9901,1882.0579,1542.5505,1358.6083,978.23663,1835.1832,921.17145,1795.6519,2003.6455,1358.7882,1831.494,1275.4387,827.4973,1082.713,2867.9814,1291.0793,1898.3779,1114.5864,304.20148,605.3137,2043.891,1222.2245,613.0461,571.9516,1741.1193,895.243,904.5219,592.39813,0,205.55174,357.50156,260.7793,211.16803,1016.8934,335.58392,136.51297,70.35313,169.29646,82.41608,108.76503,120.17193,149.22104,458.37933,246.06468,286.3023,
291,275.8904498875347,0.57364374,,,,,,,,,,,3095.4092,4556.9194,10410.921,4944.5986,7331.37,3590.7832,3360.006,1534.8345,2563.2693,2891.3105,3042.8003,2511.6465,1962.2278,2276.6213,1255.3557,1316.5961,2373.2275,2495.4116,3285.8296,1957.4893,1556.6294,4492.6475,1054.1227,1466.7069,642.30316,3204.505,2104.6611,1368.168,2673.613,4280.6465,10186.479,7533.9585,3304.1829,3872.9685,3119.634,4836.673,7234.582,4919.9478,3309.5962,865.28436,1242.3398,1008.15735,559.47974,535.9073,1922.7029,1463.4579,630.282,589.5394,215.02823,2008.9183,457.99527,1537.0574,3850.114,484.56415,655.59326,1754.4491,1355.9579,
182,475.39997123774594,0.57456684,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12390.429,1112.0012,0,0,0,0,0,0,
132,232.92817044217833,0.5793726,,,,19,,,,,,,1673.884,970.2906,13231.7,4470.7646,1698.1356,6957.5527,667.27466,9055.458,1958.12,1052.5698,1138.5936,4108.4585,8829.327,11626.902,9606.566,3956.3032,1837.3469,9747.986,700.4415,11488.32,196471.5,2550.2554,8543.395,31473.16,2137.1846,1360.0963,29380.373,2389.396,14620.114,1300.6797,0,1545.371,18552.482,3488.6943,1526.9453,656.79736,4044.3806,473.60733,335.18805,0,6891.8506,0,0,0,0,0,0,0,0,326.00198,0,0,0,0,0,0,0,
136,214.917707736275,0.57972306,,,,19,,,,,,,1663.3435,1112.698,13980.028,4979.1113,1710.586,7180.491,781.13196,9672.966,1775.9185,1164.5842,1121.8589,4191.165,9565.643,12223.343,9877.666,3984.2021,1902.9496,10411.602,700.46924,12790.202,456116.4,2601.19,8550.419,63674.82,2137.4612,1098.6649,47525.07,2468.1392,25825.143,1224.2092,0,1650.4911,17494.213,3412.3022,1646.8215,624.4396,3883.7715,448.92484,354.71063,0,18352.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,221.93091926736736,0.58056384,,,,19,,,,,,,299.68567,588.8746,425.4255,739.4135,310.98053,598.96844,168.59378,2293.691,433.85373,325.37167,189.89925,1415.0867,1363.8993,827.28766,1823.6587,1123.1709,915.07056,1055.0006,391.33212,1926.6744,605.28845,0,2235.8704,4292.7744,1734.4164,363.1848,0,806.19275,137.41772,0,0,0,0,462.1915,324.6643,308.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,362.8862187078708,0.58107644,,,,,,,,,,,0,0,1212.2563,0,0,296.60645,0,560.16156,0,0,0,0,576.7063,864.2875,510.04535,0,0,587.8999,0,819.70355,55765.934,0,413.40576,4130.926,0,0,4232.2334,0,1488.0221,0,0,0,1878.4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,234.96120066344747,0.5817007,,,,19,,,,,,,874.6652,1237.1997,2833.3076,2032.6301,727.5087,2811.7764,374.9702,10419.197,1015.61945,626.8851,419.71655,4389.4,6627.0576,4669.1094,9514.038,4612.634,2036.5658,5719.5903,710.28766,12393.439,22402.133,518.7132,11675.5,28033.31,4909.249,1064.2203,2529.0698,2147.9963,2139.0696,542.73694,0,422.5314,2531.5154,1667.7405,1045.9437,420.02234,694.8177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,273.95474508007567,0.58178926,,,,,,,,,,,0,0,489.94406,132.33958,0,166.59225,0,218.55353,0,0,0,0,324.07104,345.0913,229.87323,0,0,293.4953,0,435.6136,10052.212,0,273.792,1308.0518,0,0,1221.4934,0,457.0422,0,0,0,915.97107,0,0,0,0,0,0,0,4883.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,344.8757006514023,0.5825946,,,,,,,,,,,0,0,965.7645,0,0,158.60236,0,390.7522,0,0,0,0,577.89166,671.9468,443.70563,0,0,451.20856,0,741.15045,128484.66,0,314.71582,6777.6934,0,0,2873.0151,0,1213.9176,0,0,0,1160.0798,0,0,0,0,0,0,0,370.19275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,218.98379459267767,0.58270925,,,,19,,,,,,,98.0325,498.28513,118.62297,402.03918,0,286.46097,0,6018.215,0,179.92622,0,2389.0603,2338.7017,748.72107,4857.89,2162.1548,682.63776,1488.6763,121.501465,6939.9014,4146.1816,0,7330.607,32765.965,4771.338,155.66055,0,897.14453,0,0,0,0,0,87.1174,196.11304,169.46909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,255.9441908824508,0.58296645,,,,19,,,,,,,0,0,696.41364,169.61493,0,210.65527,0,472.63617,0,0,0,112.51247,503.42572,677.65656,400.02518,0,0,438.43335,0,786.685,28176.004,0,442.72913,2779.0938,0,0,1845.7124,0,867.5502,0,0,0,1156.7041,0,0,0,0,0,0,0,17917.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,282.905064816458,0.58922565,,,,,,,,,,,284.50732,120.794754,2441.997,798.96063,401.04517,2086.3228,209.16095,2346.3687,384.71466,218.3346,179.11649,829.2219,1952.4506,3054.3071,2221.6147,893.3729,162.216,1989.1333,52.04386,2117.7185,23308.6,704.7455,1291.972,2029.3396,441.2303,0,13178.522,472.66998,7053.4443,326.26755,0,258.8921,6714.3774,817.1823,475.0438,0,776.6183,0,0,0,5623.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,366.86497711491296,0.5940926,,,,,,,,,,,463.37488,245.76178,1139.5942,470.51425,501.6912,896.478,275.34323,729.4353,190.8903,281.61023,239.39935,328.39746,598.5784,711.7295,1064.7106,276.62738,193.52882,637.8823,223.34795,193.22974,13070.374,530.57605,0,0,395.06592,336.63577,3550.37,279.61896,2353.2292,555.62585,74.242096,325.2285,1491.8132,369.30295,575.1155,200.87259,239.04135,152.80524,0,0,0,0,0,0,0,0,0,0,0,225.43135,0,0,297.00772,0,0,0,0,
165,425.2147204627112,0.59839946,,,,20,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169956.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
