row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,10_80.mzML Peak area,11_80.mzML Peak area,12_80.mzML Peak area,13_80.mzML Peak area,14_80.mzML Peak area,15_80.mzML Peak area,16_80.mzML Peak area,17_80.mzML Peak area,18_80.mzML Peak area,19_80.mzML Peak area,1_80.mzML Peak area,20_80.mzML Peak area,21_80.mzML Peak area,22_80.mzML Peak area,23_80.mzML Peak area,24_80.mzML Peak area,25_80.mzML Peak area,26_80.mzML Peak area,27_80.mzML Peak area,28_80.mzML Peak area,29_80.mzML Peak area,2_80.mzML Peak area,30_80.mzML Peak area,31_80.mzML Peak area,32_80.mzML Peak area,33_80.mzML Peak area,34_80.mzML Peak area,35_80.mzML Peak area,36_80.mzML Peak area,3_80.mzML Peak area,4_80.mzML Peak area,5_80.mzML Peak area,6_80.mzML Peak area,7_80.mzML Peak area,8_80.mzML Peak area,9_80.mzML Peak area,Ext_blk_1_80.mzML Peak area,Ext_blk_2_80.mzML Peak area,Media_blank_37_80.mzML Peak area,blank14.mzML Peak area,blank_1.mzML Peak area,blank_10.mzML Peak area,blank_11.mzML Peak area,blank_12.mzML Peak area,blank_13.mzML Peak area,blank_15.mzML Peak area,blank_16.mzML Peak area,blank_17.mzML Peak area,blank_18.mzML Peak area,blank_2.mzML Peak area,blank_3.mzML Peak area,blank_4.mzML Peak area,blank_5.mzML Peak area,blank_6.mzML Peak area,blank_7.mzML Peak area,blank_8.mzML Peak area,blank_9.mzML Peak area,
32,266.9110994797351,0.33828357,,,,9,,,,,,,2155.3606,2298.9263,1898.6215,2396.4116,2239.5647,1849.358,1901.2764,1503.5374,2240.367,2139.0466,2035.4888,2063.8638,1378.0681,925.6544,2138.711,2043.3137,2156.802,1207.154,1492.9404,2008.9182,1269.342,1280.0764,1376.2924,1666.9839,925.5853,967.719,519.44434,1262.5889,1412.6782,1321.266,1929.7413,3238.8254,2730.8982,1855.8813,1561.1923,1364.5844,2003.7009,2001.8545,1240.8372,1988.0187,0,1186.9515,1842.6779,2061.2349,816.85876,1097.4846,1827.6942,196.35097,910.5842,13805.004,791.8157,1950.3304,2778.578,1821.9015,1770.5206,2100.34,1141.6372,
22,248.90051187279246,0.33934146,,,,9,,,,,,,9750.439,12580.721,10110.43,12194.136,10961.01,11189.026,8709.84,9306.709,10596.08,7392.298,9275.492,9712.27,9098.242,11533.897,11465.145,6862.6055,9264.692,8803.193,5576.8164,6679.0015,8212.99,9172.668,9178.358,6613.023,9610.432,8826.1,8867.738,11356.718,6629.203,9929.828,12812.094,14355.988,11963.955,9283.81,9960.513,11170.318,4624.0894,7840.9243,7955.674,9038.456,0,9001.969,9940.573,10042.628,8611.527,8801.352,4527.507,6724.312,5693.2397,74504.3,2561.928,9672.028,11681.167,10256.91,9458.686,9765.958,9660.482,
23,276.8967394598217,0.34154657,,,,14,,,,,,,37990.22,43266.355,58896.152,56783.457,46664.035,37956.6,32839.91,34126.676,33430.4,41263.074,35450.125,31263.443,28383.818,27731.885,28824.291,35302.266,28280.18,34142.285,33917.64,19634.006,25493.787,25556.787,26939.895,20121.041,27509.834,25136.332,25142.018,24037.316,24569.602,26178.953,25537.87,32107.117,30679.143,34788.348,35789.457,36147.734,18832.271,21932.824,21988.816,33461.824,0,25014.35,26432.91,28324.26,33808.965,33647.152,23226.43,18291.027,19003.848,26609.82,23272.254,39052.734,72992.14,34254.71,40429.695,28393.613,36197.484,
43,209.15373767580004,0.43962014,,,,,,,,,,,1656.7489,2671.0845,2492.852,1327.1622,2274.694,765.0758,424.31787,1142.9923,1656.9758,761.0153,680.7612,764.77606,1154.7725,1214.9601,1522.7776,1289.1759,562.4246,341.88913,742.2704,683.65704,188.82341,552.67163,968.55634,1119.3044,1956.2853,139.72096,173.16905,588.3951,681.23456,1003.8432,1286.893,3039.3257,3370.9653,2921.9702,1485.4558,2459.7139,492.35635,437.29453,93.21937,271.09332,67817.734,1369.8483,1101.324,308.71967,307.49982,235.1952,328.47644,421.80756,242.16476,4619.687,4012.2,2111.7031,1309.6475,966.50977,633.0063,977.6144,1197.6829,
61,536.1657136818757,0.46055377,,,,16,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.8924,255.22542,220.74452,168.63562,0,0,0,0,0,479353.16,0,0,0,0,0,0,0,0,40774.734,2756.3992,76.44896,0,0,0,0,0,
57,1321.985380986686,0.46748495,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9591.802,0,0,0,0,0,0,0,
53,610.184504324601,0.4770387,,,,16,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725.326,2261.1423,330.06647,222.0035,0,0,0,0,0,1477287.2,0,0,0,0,0,0,0,0,57981.62,7130.6475,80.30591,0,0,0,0,0,
74,253.88069479896856,0.5066883,,,,,,,,,,,3943.203,2977.1812,1710.0284,5499.813,4675.521,3443.0723,2954.141,3077.4072,3291.1262,2007.0891,3163.6812,1397.1667,674.1933,2143.9568,2063.4023,1037.6284,1658.2408,470.66986,872.6467,2614.8616,389.29285,1709.4578,2827.4985,2389.8955,3028.559,3013.0872,2003.369,3038.6106,272.46484,2232.354,842.4999,3466.7124,1072.405,2406.7146,1399.9719,984.9608,2283.9849,2851.5388,2233.0027,1827.0908,0,2631.5713,1119.1736,1552.5018,2396.7698,3123.741,1131.7429,2115.1128,576.6716,2807.5574,1688.4305,4194.0,17938.516,1348.6897,3387.4275,3967.5718,3042.109,
73,264.87290933421826,0.5126794,,,,,,,,,,,8023.3496,10026.223,13178.811,11062.002,5747.465,7605.996,7388.4126,5856.6953,6528.9565,6162.4043,4702.313,5553.9478,5195.936,5742.1816,5695.4365,5627.311,5381.243,5319.999,5448.396,5185.4634,4464.13,5724.356,6464.98,5554.4854,6330.069,5738.2827,3355.6138,3932.7676,4910.7363,5925.5293,3803.093,5510.0635,6069.0024,7546.8506,8253.394,9089.893,4185.159,4425.69,4821.7583,5642.0874,0,6041.8066,6595.6562,6953.521,5582.4004,5456.8496,3620.697,3240.9487,4413.285,6389.2783,4564.1616,7236.836,30166.223,6814.9546,5779.799,2110.5571,6291.8794,
71,165.98302500906286,0.5362367,,,,,,,,,,,726.1454,807.1949,823.0545,1137.2128,999.1368,1040.7867,1089.4467,1122.3628,1137.0254,978.8291,1677.3162,1340.2231,1306.2197,1428.3784,1474.895,1421.3057,1424.0565,1479.8656,1357.9338,1513.3599,1506.9075,1793.3596,2356.3167,1465.9991,1764.3254,1840.4332,1705.261,1952.676,1975.0914,2094.3342,1917.9066,491.479,424.1568,540.5045,622.41614,771.7166,2087.1948,1967.7205,1907.7267,1871.6047,5426.686,1485.3398,1657.215,1652.0996,1863.784,1660.1115,2023.456,1799.5594,1731.1525,234.06422,364.12714,670.7411,928.63,957.08405,1401.1544,1398.404,1384.6306,
75,331.9159449802305,0.5501636,,,,,,,,,,,2046.6631,2080.7068,1941.6776,1553.6125,3013.829,3020.2383,3327.2622,2726.594,3237.2925,3435.503,4077.472,3503.7825,3328.847,3243.7603,3090.4912,3215.2039,2254.1763,3445.787,3878.987,3328.9402,1988.8716,3967.9497,6967.4414,3086.301,3774.6099,4239.741,4126.8164,4065.4595,3396.32,4020.8896,4209.6157,1566.1383,1709.8313,974.11597,840.40656,2114.266,6275.133,4186.53,4136.6885,4978.4307,1380.8148,4397.539,4849.0806,4800.2036,4916.979,4781.6143,8202.338,4451.4336,4298.784,1464.8223,1636.9119,2237.373,2520.6252,1414.6765,4097.5103,4712.006,4314.3086,
105,237.90831225425813,0.55694175,,,,25,,,,,,,1216.3925,976.21277,4708.7056,7014.272,2433.1345,6153.559,903.11957,6001.4634,1862.543,1122.3347,1917.3748,2600.4016,5760.033,3139.6714,2371.823,5055.8223,1870.0349,2911.1143,927.0251,3500.6772,6361.265,1508.786,2343.3174,4489.3774,1928.9363,1239.5619,4293.3506,1362.3169,3084.157,2161.1777,1281.4957,1827.6787,4403.305,5156.5737,1840.8708,975.5914,1611.8171,1463.3116,536.4113,1187.1614,0,380.67426,1167.3708,743.5198,923.4848,404.4258,469.62317,153.29305,165.26834,2626.9163,346.01062,784.9076,1088.1412,1370.1643,448.78046,1062.5383,1216.4417,
119,230.88994050653065,0.55882984,,,,25,,,,,,,2576.1858,1244.7382,6774.4077,4228.9487,2032.7899,3844.5688,1345.889,3822.668,1108.5017,1207.7147,1633.6696,1741.6163,2934.8882,3512.579,3348.901,1755.8716,1611.899,3620.2502,1860.9381,3620.151,22096.018,1724.204,2701.2085,10637.412,1423.5441,1000.1779,5504.336,2245.4736,4487.5415,1230.0654,1190.3624,1631.4729,4540.9766,2683.2925,2446.859,2175.8015,1523.8845,633.4622,551.59393,182.48888,904.54034,1167.2966,875.7678,349.66675,1064.4945,435.12228,224.74728,628.87885,205.7029,2351.177,798.83545,877.0118,1021.33136,394.22012,1186.254,604.93195,1153.1285,
120,248.9005074403226,0.5621292,,,,25,,,,,,,6478.2896,5887.123,17020.629,11315.285,7153.933,8919.672,6059.306,8867.057,5569.872,7746.849,5695.2427,6540.3096,9181.578,11219.158,10501.954,9587.348,5962.709,9419.136,4653.735,10958.351,22941.58,6247.161,9826.713,14259.608,6255.082,6053.589,13553.8,4178.869,10698.089,5775.875,1824.6414,6357.327,13713.069,8039.327,6454.8105,4677.854,6579.1763,4770.1357,4330.236,3256.2214,547.8344,4506.458,4594.5396,4510.875,3005.3171,4555.733,5539.089,3551.691,3474.0564,6703.087,4199.4355,3648.3853,8541.378,4675.2715,2574.6545,4338.393,4339.511,
88,315.88562232791975,0.56305707,,,,25,,,,,,,684.9962,630.1129,1730.713,1604.4557,1124.8175,1687.3514,445.2993,1478.2782,1251.4712,636.31384,1091.7546,1316.7072,1683.9901,1882.0579,1542.5505,1358.6083,978.23663,1835.1832,921.17145,1795.6519,2003.6455,1358.7882,1831.494,1275.4387,827.4973,1082.713,2867.9814,1291.0793,1898.3779,1114.5864,304.20148,605.3137,2043.891,1222.2245,613.0461,571.9516,1741.1193,895.243,904.5219,507.94714,0,411.817,357.50156,275.91602,164.47264,397.15222,431.07294,136.51297,70.35313,169.29646,0,108.76503,120.17193,149.22104,458.37933,246.06468,192.6254,
142,158.15403082402702,0.5670296,,,,18,,,,,,,1376.4148,2183.6736,1056.9845,2152.9817,1874.9583,2162.537,1940.848,1299.8774,1815.9432,1132.6259,605.1087,1110.1202,1576.6091,1043.1302,1772.4142,1655.2788,1571.3058,1489.8737,1512.1508,509.8142,1074.655,1662.1133,1636.5607,1389.0453,1443.4882,1681.23,685.4434,1571.1665,1023.2898,1090.3783,1130.6465,1833.2969,3054.1235,1475.594,632.2683,2049.7505,1719.6045,747.0316,726.4491,3000.2427,85250.17,2054.2021,1101.9883,856.8721,596.0481,802.4878,810.0516,3265.0266,1063.2087,5158.472,5458.32,1250.8766,3839.2942,1621.0315,3221.4048,1908.503,1664.662,
174,475.39997123774594,0.57456684,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12390.429,1112.0012,0,0,0,0,0,0,
102,182.90252310766422,0.574839,,,,25,,,,,,,1043.3472,615.5825,346.536,1037.2339,453.09015,293.94485,136.09525,2910.9038,948.2611,713.3553,1018.339,1121.8137,5372.381,1978.3318,2509.766,885.5847,575.81006,639.0284,115.85426,2757.0076,1870.8157,339.22226,1727.4165,3598.816,1132.5775,581.5386,711.5543,567.9966,282.3958,0,0,504.51645,678.5078,775.85516,785.9339,565.3589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,232.92817044217833,0.5793726,,,,25,,,,,,,1673.884,970.2906,13231.7,4470.7646,1698.1356,6957.5527,667.27466,9055.458,1958.12,1052.5698,1138.5936,4108.4585,8829.327,11626.902,9606.566,3956.3032,1837.3469,9747.986,700.4415,11488.32,196471.5,2550.2554,8543.395,31473.16,2137.1846,1360.0963,29380.373,2389.396,14620.114,1300.6797,0,1545.371,18552.482,3488.6943,1526.9453,656.79736,4044.3806,473.60733,335.18805,0,6676.815,0,0,0,0,0,0,0,0,326.00198,0,0,0,0,0,0,0,
131,214.91770912760637,0.57972306,,,,25,,,,,,,1663.3435,1112.698,13980.028,4979.1113,1710.586,7180.491,781.13196,9672.966,1775.9185,1164.5842,1121.8589,4191.165,9565.643,12223.343,9877.666,3984.2021,1902.9496,10411.602,700.46924,12790.202,456116.4,2601.19,8550.419,63674.82,2137.4612,1098.6649,32899.65,2468.1392,19164.582,1224.2092,0,1650.4911,17494.213,3412.3022,1646.8215,624.4396,3883.7715,448.92484,354.71063,0,18352.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,221.93091926736736,0.58056384,,,,25,,,,,,,299.68567,588.8746,425.4255,739.4135,310.98053,598.96844,168.59378,2293.691,433.85373,325.37167,189.89925,1415.0867,1363.8993,827.28766,1823.6587,1123.1709,915.07056,1055.0006,391.33212,1926.6744,605.28845,0,2235.8704,4292.7744,1734.4164,363.1848,0,806.19275,137.41772,0,0,0,0,462.1915,324.6643,308.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,362.8862187078708,0.58107644,,,,,,,,,,,0,0,1212.2563,0,0,296.60645,0,560.16156,0,0,0,0,576.7063,864.2875,510.04535,0,0,587.8999,0,819.70355,55765.934,0,413.40576,4130.926,0,0,4232.2334,0,1488.0221,0,0,0,1878.4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,1421.9788592412885,0.58121824,,,,18,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37517.65,0,0,0,0,0,0,0,0,1808.9456,0,0,0,0,0,0,0,
126,234.96120066344747,0.5817007,,,,25,,,,,,,874.6652,1237.1997,2833.3076,2032.6301,727.5087,2811.7764,374.9702,10419.197,1015.61945,626.8851,419.71655,4389.4,6627.0576,4669.1094,9514.038,4612.634,2036.5658,5719.5903,710.28766,12393.439,22402.133,518.7132,11675.5,28033.31,4909.249,1064.2203,2529.0698,2147.9963,2139.0696,542.73694,0,422.5314,2531.5154,1667.7405,1045.9437,420.02234,694.8177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,273.95474508007567,0.58178926,,,,,,,,,,,0,0,489.94406,132.33958,0,166.59225,0,218.55353,0,0,0,0,324.07104,345.0913,229.87323,0,0,293.4953,0,435.6136,10052.212,0,273.792,1308.0518,0,0,1221.4934,0,457.0422,0,0,0,915.97107,0,0,0,0,0,0,0,4883.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,344.8757006514023,0.5825946,,,,,,,,,,,0,0,965.7645,0,0,158.60236,0,390.7522,0,0,0,0,577.89166,671.9468,443.70563,0,0,451.20856,0,741.15045,128484.66,0,314.71582,6777.6934,0,0,2873.0151,0,1213.9176,0,0,0,1160.0798,0,0,0,0,0,0,0,370.19275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,218.98379459267767,0.58270925,,,,25,,,,,,,98.0325,498.28513,118.62297,402.03918,0,286.46097,0,6018.215,0,179.92622,0,2389.0603,2338.7017,748.72107,4857.89,2162.1548,682.63776,1488.6763,121.501465,6939.9014,4146.1816,0,7330.607,32765.965,4771.338,155.66055,0,897.14453,0,0,0,0,0,87.1174,196.11304,169.46909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,255.9441908824508,0.58296645,,,,25,,,,,,,0,0,696.41364,169.61493,0,210.65527,0,472.63617,0,0,0,112.51247,503.42572,677.65656,400.02518,0,0,438.43335,0,786.685,28176.004,0,442.72913,2779.0938,0,0,1845.7124,0,867.5502,0,0,0,1156.7041,0,0,0,0,0,0,0,17917.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,282.905064816458,0.58922565,,,,,,,,,,,284.50732,120.794754,2441.997,798.96063,401.04517,2086.3228,209.16095,2346.3687,384.71466,218.3346,179.11649,829.2219,1952.4506,3054.3071,2221.6147,893.3729,162.216,1989.1333,52.04386,2117.7185,23308.6,704.7455,1291.972,2029.3396,441.2303,0,13178.522,472.66998,7053.4443,326.26755,0,258.8921,6714.3774,817.1823,475.0438,0,776.6183,0,0,0,5623.5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,275.8907102976472,0.59386927,,,,25,,,,,,,3095.4092,4190.7593,3167.1638,4944.5986,6273.4395,3590.7832,3360.006,1534.8345,2563.2693,2891.3105,3042.8003,2511.6465,1962.2278,2276.6213,1255.3557,1316.5961,2373.2275,2495.4116,3285.8296,1957.4893,715.3296,4492.6475,1054.1227,354.20978,642.30316,3204.505,2104.6611,1368.168,2673.613,4138.1055,5635.0967,6826.67,3304.1829,3673.9631,3119.634,4836.673,7234.582,4919.9478,3309.5962,463.0431,0,847.2143,1540.5071,1129.9764,1206.4509,615.1642,1074.6394,680.688,215.02823,1612.1625,393.94986,1359.9419,2362.0776,243.14809,719.70526,556.61017,956.7469,
136,366.86497711491296,0.5940926,,,,,,,,,,,463.37488,245.76178,1139.5942,470.51425,501.6912,896.478,275.34323,729.4353,190.8903,281.61023,239.39935,328.39746,598.5784,711.7295,1064.7106,276.62738,193.52882,637.8823,223.34795,193.22974,13070.374,530.57605,0,0,395.06592,336.63577,3550.37,279.61896,2353.2292,555.62585,74.242096,325.2285,1491.8132,369.30295,575.1155,200.87259,239.04135,152.80524,0,0,0,0,0,0,0,0,0,0,0,225.43135,0,0,297.00772,0,0,0,0,
78,199.0941818840726,0.5980319,,,,18,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.19222,0,0,0,0,0,0,164.75618,0,0,0,0,0,0,0,0,23315.508,0,0,0,0,0,0,0,0,727.29675,0,0,0,0,0,0,0,
155,425.21473003248883,0.59839946,,,,18,0,[M+Na]+,,2,155;123,402.22533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149570.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,476.3220625968746,0.59839946,,,,18,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25529.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,220.93456322390222,0.6002781,,,,13,,,,,,,5988.416,4219.002,9380.04,8659.457,5962.8667,12418.622,4314.176,8880.584,4104.4854,4201.1255,3497.9536,5052.3696,7729.887,9207.991,6968.241,5279.7905,2147.4683,6628.4907,3849.35,6348.862,24057.156,9151.971,2912.8267,3159.921,3412.2542,4342.0557,24581.95,4286.073,24861.215,5870.3203,3807.4575,7462.98,12933.23,4014.8433,5194.087,5024.3066,12893.69,6726.7554,3617.4597,959.978,8278.408,827.1984,1062.3749,847.7464,895.5995,960.7927,991.97266,572.8543,693.6039,1552.4543,1090.5913,1054.2942,980.90497,1070.8583,897.0706,974.1933,997.2665,
